	BUB1	TUB.BUB1	BATCH.BUB1	BUBR1	TUB.BUBR1	BATCH.BUBR1	MAD1	TUB.MAD1	BATCH.MAD1	MAD2	TUB.MAD2	BATCH.MAD2	pMELT	TUB.pMELT	BATCH.pMELT	Spindly	TUB.Spindly	BATCH.Spindly	ZW10	TUB.ZW10	BATCH.ZW10
1	0.297605769230769	0.0990961538461538	1	0.352499404685582	0.121315919623395	1	0.0349961906654742	0.111232568153963	1	0.058369674605837	0.0800905736330091	1	0.104099139165699	0.105109224947611	1	0.0139166558483708	0.146072958587563	1	0.0541296937381455	0.159723051211651	1
2	0.250269888446109	0.0901760605616345	1	0.499040231396266	0.10036813042335	1	0.0966750514520924	0.0694077292476561	1	0.0423463174077106	0.0718549723481143	1	0.429189072918907	0.155151645515165	1	0.0957757555330862	0.15520728008089	1	0.00874333840883137	0.0864817282070803	1
3	0.155729324007157	0.0745590593265633	1	0.472838988968021	0.0841595680305358	1	0.0196444262551609	0.132058211057212	1	0.0887553616998172	0.165710459160589	1	0.238149750918331	0.0765485835052584	1	0.134967805844477	0.0492488030378075	1	0.236180278884462	0.135226949345475	1
4	0.171766497227712	0.0738174519559818	1	0.402015795676417	0.14015584598336	1	0.0786499901932681	0.0586442570269006	1	0.0507672963164061	0.0706998542565656	1	0.194127491252092	0.101232314011867	1	0.00116103928705912	0.0689720095393498	1	0.179250207252295	0.159968067794529	1
5	0.101062034427812	0.0568616215452483	1	0.243679222689794	0.112302849909337	1	0.0799920570568086	0.0883983386010491	1	0.0812259970457903	0.0658050221565731	1	0.124856486796785	0.134162185026286	1	0.0103846865174773	0.0898280007397818	1	0.223537051735334	0.269259446328499	1
6	0.141884902270376	0.0291079109272064	1	0.35602271889061	0.124363797300288	1	0.16851827647802	0.130440465298654	1	0.0362605853016323	0.0784679065927323	1	0.225721868704633	0.305950820196336	1	0.0163828086107801	0.108147656473925	1	0.0971298460063515	0.0603691053987657	1
7	0.166149498531612	0.0853881531556491	1	0.375276651829011	0.146681421430881	1	0.0939690134001159	0.0345001588577196	1	0.0285136447702809	0.0525167316417632	1	0.253631253031989	0.26045144536712	1	0.00714078934671427	0.0775147847424215	1	0.042649305786222	0.0608295134967559	1
8	0.3096670748575	0.0714568888810579	1	0.397649121229829	0.117218051872163	1	0.0283989387622503	0.129879798581407	1	0.135921512484736	0.0762137353151712	1	0.176975800811302	0.281969506224647	1	0.082855790312936	0.166758022722743	1	0.0993068416318324	0.098227419440182	1
9	0.231880448318804	0.116859396311451	1	0.470150633028371	0.0544080953701137	1	0.0100835579916293	0.0581182323239846	1	0.0622649134259691	0.152134042090211	1	0.230686559615628	0.295075230749779	1	0.012099161322151	0.086679822397632	1	0.037654992678569	0.128185494163006	1
10	0.357334645542945	0.107230346273574	1	0.407927479559189	0.105936722360469	1	0.0466412070368747	0.143413885932511	1	0.0875160215329403	0.130069213022302	1	0.232005258737173	0.138224445824051	1	0.0309606195419344	0.207843137254902	1	0.123218051075027	0.194694252707841	1
