	BUB1	TUB.BUB1	BATCH.BUB1	BUBR1	TUB.BUBR1	BATCH.BUBR1	MAD1	TUB.MAD1	BATCH.MAD1	MAD2	TUB.MAD2	BATCH.MAD2	pMELT	TUB.pMELT	BATCH.pMELT	Spindly	TUB.Spindly	BATCH.Spindly	ZW10	TUB.ZW10	BATCH.ZW10
1	0.499751957379807	0.00191963419105752	1	1.07923570283271	0.00126937466595404	1	0.612494361750113	0.00520974289580514	1	1.04046914227901	0.00277288567467306	1	0.767486764247898	0.00495172843350981	1	0.329360496267279	0.00189315013037732	1	0.332949464842162	0.00565641511990245	1
2	0.567942189447884	0.00200731083736556	1	0.914474471599205	0.00129257725542763	1	0.575440029032843	0.00555706768281619	1	1.10750350379128	0.00161713443777626	1	0.715510119785213	0.00338703015282941	1	0.185990890553237	0.00258228041087798	1	0.379302150026561	0.0168730953113205	1
3	0.512691880200667	0.00246327615728919	1	0.830781182916607	0.00263733567763171	1	0.674676998173781	0.00406205731255654	1	1.49824703149572	0.00245271313355744	1	0.828699435521698	0.0165785174761835	1	0.486095529086005	0.00648079631442007	1	0.481734040028479	0.00863855707618068	1
4	0.411517812119954	0.00277341085041379	1	1.05975041274158	0.000825483150432165	1	0.555040392494317	0.0059978679955305	1	0.599191323864512	0.00219302002844073	1	0.51125727953411	0.0020408693843594	1	0.32015908218007	0.00420006690372059	1	0.574544329577973	0.00636778468122406	1
5	0.425454391838373	0.00161585011670029	1	0.770236419154888	0.00334607156570551	1	0.866089184407979	0.0159458305374245	1	0.67668230898902	0.00239190851519431	1	0.964186757540049	0.00611484442179687	1	0.434720168954593	0.0100527983104541	1	0.958021250653196	0.00550426754920745	1
6	0.497351209941138	0.000861129278395465	1	0.83916714095997	0.000948586605957124	1	0.893225244574826	0.00679701926476944	1	0.579161110437629	0.00193962904594496	1	0.831638120664047	0.00825358626783733	1	0.393314481174596	0.00266729232782998	1	1.40319812986496	0.0156673547039367	1
7	0.419325771986784	0.000843857717007309	1	0.821428973720671	0.000529416402897147	1	0.487205427279219	0.00522197095929541	1	0.704486159720013	0.00504825538233111	1	1.23756656931799	0.00644219206321938	1	0.308996442522998	0.0100714403419831	1	0.793227482469208	0.0108636413181703	1
8	0.653493513082554	0.00309849967384214	1	0.873357262780061	0.00141839865686331	1	0.593967606172682	0.0104578497640607	1	0.722742905576111	0.00643836286287102	1	0.904354753809165	0.00765389594684953	1	0.494058223125773	0.0019281956699432	1	1.50497376299778	0.0365708399059975	1
9	0.64019272993413	0.00278116613808246	1	0.647616414550338	0.000697763208130916	1	0.406410036509765	0.0030751513072456	1	1.35238234079257	0.000947590932283694	1	0.714383580412682	0.0028772641328474	1	0.255261231994002	0.0122538957214001	1	0.624298680575811	0.0104490160080984	1
10	0.460843517852864	0.00319913731128684	1	0.775145589186857	0.000898698684305126	1	0.595596239953804	0.00444919867092023	1	1.77356557377049	0.00363906161673262	1	0.501254144128424	0.00496204850811377	1	0.277225161923031	0.00865385651625696	1	0.424014987274955	0.00135498161937977	1
11	1.08773724868266	0.00442523149332378	1	0.762351483032738	0.00102572869476024	1	0.816590446855786	0.00670107334736248	1	0.976127445238374	0.00187419468197259	1	0.579144897601015	0.00427956205364978	1	0.696819887100733	0.0051716279232846	1	0.836231432429625	0.0178248675599875	1
12	0.807796969989385	0.00526874457203512	1	0.930028018947342	0.00119363228586865	1	0.50499243570348	0.00369810052109598	1	1.17536491195028	0.0035596572181938	1	1.88030072960261	0.0187400466649383	1	0.523991677336748	0.00481754161331626	1	0.532026223883341	0.00231603455670608	1
13	0.510245059137369	0.00107087878990697	1	0.676749176348188	0.00188572914860413	1	0.230417408319876	0.0141572265509884	1	0.606072454652092	0.00112201009809088	1	0.793512457254519	0.00425989252564729	1	0.343310634549582	0.00557305959277704	1	0.450087770626097	0.00257460503218256	1
14	0.418973104010846	0.000562966026723653	1	0.676321231617647	0.000677849264705882	1	0.575700702641498	0.0045757007026415	1	0.715321720583007	0.00127977248489157	1	1.10959349187109	0.0137585444184797	1	1.10855638777604	0.0195475043062571	1	0.308623560427362	0.00903057212894871	1
15	0.540777420747206	0.00320128531005707	1	1.33260924871328	0.00123290083954676	1	1.01021885378523	0.00604615515626331	1	1.40073120900391	0.00336929639055163	1	0.939069171648164	0.0151579846285226	1	0.658871803043582	0.0168711656441718	1	0.395442580510646	0.0035965910571719	1
